Topic,Name,Month,Full_Name,language,Forks,Stars,PRs_Count,Contributors_Count,Watchers_Count,Commits,Issues,Topics
machine-learning,tensorflow,1,tensorflow/tensorflow,C++,85990,161358,19493,407,40000,1934,2722,['tensorflow', 'machine-learning', 'python', 'deep-learning', 'deep-neural-networks', 'neural-network', 'ml', 'distributed']
machine-learning,tensorflow,2,tensorflow/tensorflow,C++,85990,161358,19493,407,40000,2462,2722,['tensorflow', 'machine-learning', 'python', 'deep-learning', 'deep-neural-networks', 'neural-network', 'ml', 'distributed']
machine-learning,tensorflow,3,tensorflow/tensorflow,C++,85990,161358,19493,407,40000,2043,2722,['tensorflow', 'machine-learning', 'python', 'deep-learning', 'deep-neural-networks', 'neural-network', 'ml', 'distributed']
machine-learning,tensorflow,4,tensorflow/tensorflow,C++,85990,161358,19493,407,40000,2169,2722,['tensorflow', 'machine-learning', 'python', 'deep-learning', 'deep-neural-networks', 'neural-network', 'ml', 'distributed']
machine-learning,tensorflow,5,tensorflow/tensorflow,C++,85990,161358,19493,407,40000,1918,2722,['tensorflow', 'machine-learning', 'python', 'deep-learning', 'deep-neural-networks', 'neural-network', 'ml', 'distributed']
machine-learning,tensorflow,6,tensorflow/tensorflow,C++,85990,161358,19493,407,40000,2433,2722,['tensorflow', 'machine-learning', 'python', 'deep-learning', 'deep-neural-networks', 'neural-network', 'ml', 'distributed']
machine-learning,tensorflow,7,tensorflow/tensorflow,C++,85990,161358,19493,407,40000,2274,2722,['tensorflow', 'machine-learning', 'python', 'deep-learning', 'deep-neural-networks', 'neural-network', 'ml', 'distributed']
machine-learning,tensorflow,8,tensorflow/tensorflow,C++,85990,161358,19493,407,40000,2185,2722,['tensorflow', 'machine-learning', 'python', 'deep-learning', 'deep-neural-networks', 'neural-network', 'ml', 'distributed']
machine-learning,tensorflow,9,tensorflow/tensorflow,C++,85990,161358,19493,407,40000,1850,2722,['tensorflow', 'machine-learning', 'python', 'deep-learning', 'deep-neural-networks', 'neural-network', 'ml', 'distributed']
machine-learning,tensorflow,10,tensorflow/tensorflow,C++,85990,161358,19493,407,40000,2013,2722,['tensorflow', 'machine-learning', 'python', 'deep-learning', 'deep-neural-networks', 'neural-network', 'ml', 'distributed']
machine-learning,tensorflow,11,tensorflow/tensorflow,C++,85990,161358,19493,407,40000,1630,2722,['tensorflow', 'machine-learning', 'python', 'deep-learning', 'deep-neural-networks', 'neural-network', 'ml', 'distributed']
machine-learning,tensorflow,12,tensorflow/tensorflow,C++,85990,161358,19493,407,40000,1500,2722,['tensorflow', 'machine-learning', 'python', 'deep-learning', 'deep-neural-networks', 'neural-network', 'ml', 'distributed']
machine-learning,keras,1,keras-team/keras,Python,18941,53489,4803,429,40000,0,266,['deep-learning', 'tensorflow', 'neural-networks', 'machine-learning', 'data-science', 'python']
machine-learning,keras,2,keras-team/keras,Python,18941,53489,4803,429,40000,0,266,['deep-learning', 'tensorflow', 'neural-networks', 'machine-learning', 'data-science', 'python']
machine-learning,keras,3,keras-team/keras,Python,18941,53489,4803,429,40000,0,266,['deep-learning', 'tensorflow', 'neural-networks', 'machine-learning', 'data-science', 'python']
machine-learning,keras,4,keras-team/keras,Python,18941,53489,4803,429,40000,0,266,['deep-learning', 'tensorflow', 'neural-networks', 'machine-learning', 'data-science', 'python']
machine-learning,keras,5,keras-team/keras,Python,18941,53489,4803,429,40000,0,266,['deep-learning', 'tensorflow', 'neural-networks', 'machine-learning', 'data-science', 'python']
machine-learning,keras,6,keras-team/keras,Python,18941,53489,4803,429,40000,7,266,['deep-learning', 'tensorflow', 'neural-networks', 'machine-learning', 'data-science', 'python']
machine-learning,keras,7,keras-team/keras,Python,18941,53489,4803,429,40000,0,266,['deep-learning', 'tensorflow', 'neural-networks', 'machine-learning', 'data-science', 'python']
machine-learning,keras,8,keras-team/keras,Python,18941,53489,4803,429,40000,0,266,['deep-learning', 'tensorflow', 'neural-networks', 'machine-learning', 'data-science', 'python']
machine-learning,keras,9,keras-team/keras,Python,18941,53489,4803,429,40000,0,266,['deep-learning', 'tensorflow', 'neural-networks', 'machine-learning', 'data-science', 'python']
machine-learning,keras,10,keras-team/keras,Python,18941,53489,4803,429,40000,1,266,['deep-learning', 'tensorflow', 'neural-networks', 'machine-learning', 'data-science', 'python']
machine-learning,keras,11,keras-team/keras,Python,18941,53489,4803,429,40000,0,266,['deep-learning', 'tensorflow', 'neural-networks', 'machine-learning', 'data-science', 'python']
machine-learning,keras,12,keras-team/keras,Python,18941,53489,4803,429,40000,11,266,['deep-learning', 'tensorflow', 'neural-networks', 'machine-learning', 'data-science', 'python']
machine-learning,pytorch,1,pytorch/pytorch,C++,14501,52850,46336,342,40000,425,10782,['neural-network', 'autograd', 'gpu', 'numpy', 'deep-learning', 'tensor', 'python', 'machine-learning']
machine-learning,pytorch,2,pytorch/pytorch,C++,14501,52850,46336,342,40000,559,10782,['neural-network', 'autograd', 'gpu', 'numpy', 'deep-learning', 'tensor', 'python', 'machine-learning']
machine-learning,pytorch,3,pytorch/pytorch,C++,14501,52850,46336,342,40000,849,10782,['neural-network', 'autograd', 'gpu', 'numpy', 'deep-learning', 'tensor', 'python', 'machine-learning']
machine-learning,pytorch,4,pytorch/pytorch,C++,14501,52850,46336,342,40000,827,10782,['neural-network', 'autograd', 'gpu', 'numpy', 'deep-learning', 'tensor', 'python', 'machine-learning']
machine-learning,pytorch,5,pytorch/pytorch,C++,14501,52850,46336,342,40000,844,10782,['neural-network', 'autograd', 'gpu', 'numpy', 'deep-learning', 'tensor', 'python', 'machine-learning']
machine-learning,pytorch,6,pytorch/pytorch,C++,14501,52850,46336,342,40000,803,10782,['neural-network', 'autograd', 'gpu', 'numpy', 'deep-learning', 'tensor', 'python', 'machine-learning']
machine-learning,pytorch,7,pytorch/pytorch,C++,14501,52850,46336,342,40000,596,10782,['neural-network', 'autograd', 'gpu', 'numpy', 'deep-learning', 'tensor', 'python', 'machine-learning']
machine-learning,pytorch,8,pytorch/pytorch,C++,14501,52850,46336,342,40000,648,10782,['neural-network', 'autograd', 'gpu', 'numpy', 'deep-learning', 'tensor', 'python', 'machine-learning']
machine-learning,pytorch,9,pytorch/pytorch,C++,14501,52850,46336,342,40000,827,10782,['neural-network', 'autograd', 'gpu', 'numpy', 'deep-learning', 'tensor', 'python', 'machine-learning']
machine-learning,pytorch,10,pytorch/pytorch,C++,14501,52850,46336,342,40000,665,10782,['neural-network', 'autograd', 'gpu', 'numpy', 'deep-learning', 'tensor', 'python', 'machine-learning']
machine-learning,pytorch,11,pytorch/pytorch,C++,14501,52850,46336,342,40000,644,10782,['neural-network', 'autograd', 'gpu', 'numpy', 'deep-learning', 'tensor', 'python', 'machine-learning']
machine-learning,pytorch,12,pytorch/pytorch,C++,14501,52850,46336,342,40000,721,10782,['neural-network', 'autograd', 'gpu', 'numpy', 'deep-learning', 'tensor', 'python', 'machine-learning']
machine-learning,scikit-learn,1,scikit-learn/scikit-learn,Python,22420,48330,12596,414,40000,95,2486,['machine-learning', 'python', 'statistics', 'data-science', 'data-analysis']
machine-learning,scikit-learn,2,scikit-learn/scikit-learn,Python,22420,48330,12596,414,40000,102,2486,['machine-learning', 'python', 'statistics', 'data-science', 'data-analysis']
machine-learning,scikit-learn,3,scikit-learn/scikit-learn,Python,22420,48330,12596,414,40000,79,2486,['machine-learning', 'python', 'statistics', 'data-science', 'data-analysis']
machine-learning,scikit-learn,4,scikit-learn/scikit-learn,Python,22420,48330,12596,414,40000,118,2486,['machine-learning', 'python', 'statistics', 'data-science', 'data-analysis']
machine-learning,scikit-learn,5,scikit-learn/scikit-learn,Python,22420,48330,12596,414,40000,115,2486,['machine-learning', 'python', 'statistics', 'data-science', 'data-analysis']
machine-learning,scikit-learn,6,scikit-learn/scikit-learn,Python,22420,48330,12596,414,40000,212,2486,['machine-learning', 'python', 'statistics', 'data-science', 'data-analysis']
machine-learning,scikit-learn,7,scikit-learn/scikit-learn,Python,22420,48330,12596,414,40000,119,2486,['machine-learning', 'python', 'statistics', 'data-science', 'data-analysis']
machine-learning,scikit-learn,8,scikit-learn/scikit-learn,Python,22420,48330,12596,414,40000,139,2486,['machine-learning', 'python', 'statistics', 'data-science', 'data-analysis']
machine-learning,scikit-learn,9,scikit-learn/scikit-learn,Python,22420,48330,12596,414,40000,71,2486,['machine-learning', 'python', 'statistics', 'data-science', 'data-analysis']
machine-learning,scikit-learn,10,scikit-learn/scikit-learn,Python,22420,48330,12596,414,40000,84,2486,['machine-learning', 'python', 'statistics', 'data-science', 'data-analysis']
machine-learning,scikit-learn,11,scikit-learn/scikit-learn,Python,22420,48330,12596,414,40000,88,2486,['machine-learning', 'python', 'statistics', 'data-science', 'data-analysis']
machine-learning,scikit-learn,12,scikit-learn/scikit-learn,Python,22420,48330,12596,414,40000,56,2486,['machine-learning', 'python', 'statistics', 'data-science', 'data-analysis']
machine-learning,tesseract,1,tesseract-ocr/tesseract,C++,7696,43210,1423,141,40000,28,344,['tesseract', 'tesseract-ocr', 'ocr', 'lstm', 'machine-learning', 'ocr-engine', 'hacktoberfest']
machine-learning,tesseract,2,tesseract-ocr/tesseract,C++,7696,43210,1423,141,40000,21,344,['tesseract', 'tesseract-ocr', 'ocr', 'lstm', 'machine-learning', 'ocr-engine', 'hacktoberfest']
machine-learning,tesseract,3,tesseract-ocr/tesseract,C++,7696,43210,1423,141,40000,10,344,['tesseract', 'tesseract-ocr', 'ocr', 'lstm', 'machine-learning', 'ocr-engine', 'hacktoberfest']
machine-learning,tesseract,4,tesseract-ocr/tesseract,C++,7696,43210,1423,141,40000,4,344,['tesseract', 'tesseract-ocr', 'ocr', 'lstm', 'machine-learning', 'ocr-engine', 'hacktoberfest']
machine-learning,tesseract,5,tesseract-ocr/tesseract,C++,7696,43210,1423,141,40000,40,344,['tesseract', 'tesseract-ocr', 'ocr', 'lstm', 'machine-learning', 'ocr-engine', 'hacktoberfest']
machine-learning,tesseract,6,tesseract-ocr/tesseract,C++,7696,43210,1423,141,40000,47,344,['tesseract', 'tesseract-ocr', 'ocr', 'lstm', 'machine-learning', 'ocr-engine', 'hacktoberfest']
machine-learning,tesseract,7,tesseract-ocr/tesseract,C++,7696,43210,1423,141,40000,22,344,['tesseract', 'tesseract-ocr', 'ocr', 'lstm', 'machine-learning', 'ocr-engine', 'hacktoberfest']
machine-learning,tesseract,8,tesseract-ocr/tesseract,C++,7696,43210,1423,141,40000,3,344,['tesseract', 'tesseract-ocr', 'ocr', 'lstm', 'machine-learning', 'ocr-engine', 'hacktoberfest']
machine-learning,tesseract,9,tesseract-ocr/tesseract,C++,7696,43210,1423,141,40000,4,344,['tesseract', 'tesseract-ocr', 'ocr', 'lstm', 'machine-learning', 'ocr-engine', 'hacktoberfest']
machine-learning,tesseract,10,tesseract-ocr/tesseract,C++,7696,43210,1423,141,40000,37,344,['tesseract', 'tesseract-ocr', 'ocr', 'lstm', 'machine-learning', 'ocr-engine', 'hacktoberfest']
machine-learning,tesseract,11,tesseract-ocr/tesseract,C++,7696,43210,1423,141,40000,14,344,['tesseract', 'tesseract-ocr', 'ocr', 'lstm', 'machine-learning', 'ocr-engine', 'hacktoberfest']
machine-learning,tesseract,12,tesseract-ocr/tesseract,C++,7696,43210,1423,141,40000,122,344,['tesseract', 'tesseract-ocr', 'ocr', 'lstm', 'machine-learning', 'ocr-engine', 'hacktoberfest']
machine-learning,face_recognition,1,ageitgey/face_recognition,Python,11851,42563,191,43,40000,0,666,['machine-learning', 'face-detection', 'face-recognition', 'python']
machine-learning,face_recognition,2,ageitgey/face_recognition,Python,11851,42563,191,43,40000,17,666,['machine-learning', 'face-detection', 'face-recognition', 'python']
machine-learning,face_recognition,3,ageitgey/face_recognition,Python,11851,42563,191,43,40000,0,666,['machine-learning', 'face-detection', 'face-recognition', 'python']
machine-learning,face_recognition,4,ageitgey/face_recognition,Python,11851,42563,191,43,40000,3,666,['machine-learning', 'face-detection', 'face-recognition', 'python']
machine-learning,face_recognition,5,ageitgey/face_recognition,Python,11851,42563,191,43,40000,0,666,['machine-learning', 'face-detection', 'face-recognition', 'python']
machine-learning,face_recognition,6,ageitgey/face_recognition,Python,11851,42563,191,43,40000,0,666,['machine-learning', 'face-detection', 'face-recognition', 'python']
machine-learning,face_recognition,7,ageitgey/face_recognition,Python,11851,42563,191,43,40000,2,666,['machine-learning', 'face-detection', 'face-recognition', 'python']
machine-learning,face_recognition,8,ageitgey/face_recognition,Python,11851,42563,191,43,40000,1,666,['machine-learning', 'face-detection', 'face-recognition', 'python']
machine-learning,face_recognition,9,ageitgey/face_recognition,Python,11851,42563,191,43,40000,11,666,['machine-learning', 'face-detection', 'face-recognition', 'python']
machine-learning,face_recognition,10,ageitgey/face_recognition,Python,11851,42563,191,43,40000,1,666,['machine-learning', 'face-detection', 'face-recognition', 'python']
machine-learning,face_recognition,11,ageitgey/face_recognition,Python,11851,42563,191,43,40000,0,666,['machine-learning', 'face-detection', 'face-recognition', 'python']
